iNote	iWine	Type	Vintage	Wine	Locale	Producer	Varietal	MasterVarietal	Country	Region	TastingDate	Defective	Rating	TastingNotes	CScore
1223688	740466	Red	2007	Domaine de Montvac	France, Rhône, Southern Rhône, Côtes du Rhône	Domaine de Montvac	Red Rhone Blend	Red Rhone Blend	France	Rhône	10/21/2009	True	0	med+ ruby in the glass. Nose: reduced. P: reduced. tart midpalate (no malo? - fernando confirmed no malo). med+ chalky tannins. Not showing well - this is flawed.	
1223681	618994	Red	2007	Viña Peñalolén Cabernet Sauvignon	Chile, Maipo Valley	Viña Peñalolén	Cabernet Sauvignon	Cabernet Sauvignon	Chile	Maipo Valley	10/21/2009	True	0	Dark ruby. N: tone of burning plastic/formaldehyde. burning rubber. Not sure if this is reduced. Med body, med/med+ tannins. A bit thin on flavor. Bitter, burnt, burning plastic.	86.4375
1223661	734008	Red	2007	Pitch Cabernet Sauvignon	USA, Washington, Columbia Valley, Walla Walla Valley	Pitch	Cabernet Sauvignon	Cabernet Sauvignon	USA	Washington	10/21/2009	False	75	Dark ruby. Dull. Nose of burnt wood and charred meat. In the mouth, med- body, low+ tannins. Thin, not great fruit, burnt and bitter.	81.75
1223655	703975	Red	2007	Vientos Del Sur Malbec	Argentina, Mendoza	Vientos Del Sur	Malbec	Malbec	Argentina	Mendoza	10/21/2009	False	75	Dark ruby. Dull. Nose of... paintball. In the mouth: more paintball. This is strange. Med body, med acid. Bitter. Not great.	75
1223651	767565	Red	2008	Ala Nera Sicilia	Italy, Sicily, Sicilia	Ala Nera	Nero d'Avola	Nero d'Avola	Italy	Sicily	10/21/2009	False	81	Dark ruby. Nose of dark black cherry, hints of earth. Simple. P: Med body, med alcohol, med acid. low tannins. some cherry on midpalate. Not bad, if simple.	85
1214607	621320	Red	2006	Bodega Ruca Malén Malbec	Argentina, Mendoza	Bodega Ruca Malén	Malbec	Malbec	Argentina	Mendoza	10/16/2009	False	74	Brilliant med+ ruby. Nose - weird. Brown. buttery? dunno. Brown fruit. Something strannnnge... in the neighborhoooood. P: sweet, sawdusty oak, ok acid, but a little bitter and flabby.	88
1214591	654658	Red	2005	Château Prince Larquey	France, Bordeaux, Bordeaux Supérieur	Château Prince Larquey	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	10/16/2009	False	75	Dull med+ garnet in the glass, this wine had an underwhelming nose of stewed bell peppers and espresso. In the mouth it is medium bodied, with medium acidity, and medium tannins (green and sticky). Barely any fruit. Not elegant, but functional.	75
1214587	760597	Red	2007	Melini Chianti Classico Isassi	Italy, Tuscany, Chianti, Chianti Classico DOCG	Melini	Sangiovese Blend	Sangiovese	Italy	Tuscany	10/16/2009	True	0	Second bottle also oxidized. I think this is how the wine tastes. Barrel-flaw? Winemaking flaw?	65
1214585	760597	Red	2007	Melini Chianti Classico Isassi	Italy, Tuscany, Chianti, Chianti Classico DOCG	Melini	Sangiovese Blend	Sangiovese	Italy	Tuscany	10/16/2009	True	0	Med red in the glass, dull. Underneath it all is a subtle tone of oxidation (present in both bottles). Bitter apple skins. Didn't taste.	65
1214579	760594	Red	2008	Hanging Vine Pinot Noir parcel 22	USA, California	Hanging Vine	Pinot Noir	Pinot Noir	USA	California	10/16/2009	False	80	Med- ruby in the glass, with good brilliance. On the nose, some toasty wood, a hint of smoked ham and vanilla, and a soupcon of butter. In the mouth, some wood presence, but in a bad way, big, med+ body, flavorful with good acidity, cherry notes, strong, with a touch of bitterness on the back end. 14.3% alc! Not a fan of this style, but this is a good example. 79-81	80
1214569	760588	Red	2008	Centennial Shiraz Bong Bong	Australia, South Eastern	Centennial	Shiraz	Syrah	Australia	South Eastern	10/16/2009	False	77	Med+ ruby in the glass. Muddy fruit on the nose, with some light barnyard on the back end. In the mouth it is juicy with good acid (maybe fake). Tart with some oak. Fruity and full-bodied. 76-8	76
1214568	760588	Red	2008	Centennial Shiraz Bong Bong	Australia, South Eastern	Centennial	Shiraz	Syrah	Australia	South Eastern	10/16/2009	True	0	Oxidized.	76
1214566	760585	White - Off-dry	2008	Weingut Ernst Clusserath Riesling Mosel St.	Germany, Mosel Saar Ruwer	Weingut Ernst Clusserath	Riesling	Riesling	Germany	Mosel Saar Ruwer	10/16/2009	False	78	Light gold in the glass. Nose of light melon, pear. In the mouth, some frizzante, touch of saffron. On the finish, green apple, med+ but insufficient acidity. Sweet with some bitterness on the midpalate. Serviceable juice.	81
1214559	760572	White	2008	Domaine du Chalet Pouilly St. Véran	France, Burgundy, Mâconnais, St. Véran	Domaine du Chalet Pouilly	Chardonnay	Chardonnay	France	Burgundy	10/16/2009	False	81	Light straw in the glass, this wine has a slightly disjointed nose of light vanilla, soft but obvious oak, and a touch of pear. In the mouth it is light+ bodied, with a decently clean finish of med+ acidity. Balanced, but not as clean on the palate or nose as I remember the 06 was.	86.5
1214548	691818	White	2008	Bodegas Ostatu Rioja Blanco	Spain, La Rioja, Rioja	Bodegas Ostatu	Viura	Viura	Spain	La Rioja	10/16/2009	False	79	Light straw in the glass, this wine has a subdued nose of lime and hints of pear. In the mouth it is light-bodied with medium acidity. Very generic white wine. serviceable.	83.4285714285714
1214543	651289	White	2008	Box O' Birds Sauvignon Blanc	New Zealand, South Island, Marlborough	Box O' Birds	Sauvignon Blanc	Sauvignon Blanc	New Zealand	South Island	10/16/2009	False	78	Light straw green in the glass. Clear grass on the nose with some bitter scents, dirt tones. In the mouth, light bodied, med+ acidity with both malic and tartaric acid. Simple and relatively clean. Not much fruit.	82.6666666666667
1214286	678216	Red - Fortified	2007	Quinta do Noval Porto Vintage	Portugal, Douro, Porto	Quinta do Noval	Port Blend	Port Blend	Portugal	Douro	10/16/2009	False	0	Super dark ruby - saturated to within half a millimeter of the rim. Sweeter than the 07 Romaneira. Super sweet and long, with med tannins.	94.1904761904762
1214280	678217	Red - Fortified	2007	Quinta da Romaneira Porto Vintage	Portugal, Douro, Porto	Quinta da Romaneira	Port Blend	Port Blend	Portugal	Douro	10/16/2009	False	0	Some string beans, dark ruby, sweet, med+ tannins.	90.1935483870968
1214276	629275	Red - Fortified	2003	Quinta do Noval Porto Late Bottled Vintage	Portugal, Douro, Porto	Quinta do Noval	Port Blend	Port Blend	Portugal	Douro	10/16/2009	False	0	Dark ruby in the glass. Sweet with some tannins.	90.2
1214273	424001	Red - Fortified	2004	Quinta da Romaneira Porto Vintage	Portugal, Douro, Porto	Quinta da Romaneira	Port Blend	Port Blend	Portugal	Douro	10/16/2009	False	0	N: same as the quinta do noval, a little cauliflower on the nose. P: Rich, sweet, tasty, some tannins.	89.6521739130435
1214267	27730	Red - Fortified	1001	Quinta do Noval Porto 10 Year Old Tawny	Portugal, Douro, Porto	Quinta do Noval	Port Blend	Port Blend	Portugal	Douro	10/16/2009	False	0	Light light reddish in the glass. N: Figgy, deep, alcoholic. Old. Oxidative. Pretty tasty smelling. P: Figgy, nutty, umami, sweet, high alc, good acid. Really good stuff.	88.0952380952381
1213896	219786	Red	2005	Goulée	France, Bordeaux, Médoc	Goulée	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	10/16/2009	False	70	Nose: Cheap chinese food, chicken skins, asparagus (IBMP). P: unripe, IBMP, med+ sticky green tannins.	88.6486486486486
1213895	542353	Red	2006	L'Hospitalet de Gazin	France, Bordeaux, Libournais, Pomerol	L'Hospitalet de Gazin	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	10/16/2009	False	82	N: tight. Some indistinct black fruit. P: med body, m tannins, lean on the fruit, but decently balanced. A little sticky on the tannins and short finish. Good balance. 80-84	86.125
1213891	496396	Red	2006	Lucien Le Moine Pommard 1er Cru Les Épenots	France, Burgundy, Côte de Beaune, Pommard 1er Cru	Lucien Le Moine	Pinot Noir	Pinot Noir	France	Burgundy	10/16/2009	False	80	Interesting nose of raw pumpkin and toasted bread. In the mouth, typical light bodied structure, good acid, some nice tannins. 80-84	80
1213890	760210	Red	2006	Lucien Le Moine Morey St. Denis 1er Cru Clos des Ormes	France, Burgundy, Côte de Nuits, Morey St. Denis 1er Cru	Lucien Le Moine	Pinot Noir	Pinot Noir	France	Burgundy	10/16/2009	True	0	Med+ garned. Nose of human feces - we're talking full-on dirty diaper here. Reductive as well. I can barely bring myself to taste this. Good structure, light body, good intensity, med tannins. good acidity. But this wine is undrinkable for me. 60 pts.	
1213887	601517	Red	2006	Lucien Le Moine Bourgogne	France, Burgundy, Bourgogne	Lucien Le Moine	Pinot Noir	Pinot Noir	France	Burgundy	10/16/2009	False	0	Dull light+ garnet. Nose seemed a bit off. P: somewhat woody, tight. 75-80???? flaw?	88.2
1213884	421299	Red	2006	Lucien Le Moine Beaune 1er Cru Les Reversées	France, Burgundy, Côte de Beaune, Beaune 1er Cru	Lucien Le Moine	Pinot Noir	Pinot Noir	France	Burgundy	10/16/2009	True	0	Light straw green in the glass. Reductive nose of burnt plastic. In the mouth, bitter burnt plastic. 60.	
1213882	601518	White	2006	Lucien Le Moine Bourgogne Blanc	France, Burgundy, Bourgogne Blanc	Lucien Le Moine	Chardonnay	Chardonnay	France	Burgundy	10/16/2009	False	0	(tasted after the two off-dry Deiss wines). Light straw in the glass. Nose of toasty wood, not bad. In the mouth, burnt and bitter. Very bitter, wood-infused water. 60-70?	89.8571428571429
1213877	295862	White	2004	Marcel Deiss  Grasberg	France, Alsace	Marcel Deiss	White Blend	White Blend	France	Alsace	10/16/2009	True	0	Light straw green in the glass. Reductive nose. In the mouth, great saffron. Some bitterness, but otherwise clean with good acidity. 75-80	91.0833333333333
1213874	603750	White	2007	Marcel Deiss Riesling	France, Alsace	Marcel Deiss	Riesling	Riesling	France	Alsace	10/16/2009	False	85	Light straw green in the glass. A med- intensity, interesting nose of saffron, lemon, light honey, light melon. In the mouth, light-to-med body, med- sweet, major saffron, good malic and tartric acid. very little bitterness. Slight frizzante and a touch of heat. Nice.	90
1210089	756513	White	2009	Backsberg Chardonnay Kosher	South Africa, Coastal Region, Paarl	Backsberg	Chardonnay	Chardonnay	South Africa	Coastal Region	10/13/2009	False	73	Light straw in the glass. Nose: Some bitterness, hint of citrus. Tight. Almost guessed sauv blanc. P: Med+ body, more weight than a sauv blanc, fleshy in midpalate but finish is acidic (malic) and tart. Somewhat bitter. Kosher (and mevushal!). Not bad, but not the best framing of chardonnay, I think. 71-5	81.75
1209902	493752	Red	2006	B.R. Cohn Cabernet Sauvignon Silver Label North Coast	USA, California, North Coast	B.R. Cohn	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	10/12/2009	False	77	Nose: olive, IBMP, dark garnet, some good coffee. Too under-ripe for me on the nose. In the mouth - over-blown, out of balance. Sweet and oaky. 75-80.	86.5211267605634
1209896	691613	Red	2006	Cantina Zaccagnini Montepulciano d'Abruzzo Riserva	Italy, Abruzzi, Montepulciano d'Abruzzo	Cantina Zaccagnini	Montepulciano	Montepulciano	Italy	Abruzzi	10/12/2009	False	70	Dark purple in the glass. Nose: some cherry fruit, brett (4-EP and 4-EG). Tiny bit of oak. P: a bit syrupy, with greenish sticky tannins.	86.1590909090909
1209891	678919	Red	2007	Earthworks Shiraz	Australia, South Australia, Barossa, Barossa Valley	Earthworks	Shiraz	Syrah	Australia	South Australia	10/12/2009	False	60	Terrible dirt-like nose. Terrible fruit. Overripe, over-oaked, bitter.	74
1209882	394274	Red	2006	Don Sebastiani & Sons Pinot Noir Aquinas	USA, California, Napa Valley	Don Sebastiani & Sons	Pinot Noir	Pinot Noir	USA	California	10/12/2009	True	0	Slightly reduced. Med+ garnet, dark for a pinot. In the mouth, sweet, sawdusty, overoaked. Med+ body, fleshy, bitter, inelegant, cheap fruit. 65.	86.6363636363636
1209878	736629	White	2007	Bouchaine Chardonnay Estate Vineyard	USA, California, Napa / Sonoma, Carneros	Bouchaine	Chardonnay	Chardonnay	USA	California	10/12/2009	False	84	Clear in the glass. Nose of light peach cream, slightly reduced, touch of good wood. In the mouth, medium-intensity wood, well integrated, and not bad for the style. Seems a tad off-dry, med+ body, but good acid, mostly tartaric with a hint of malic. Clean. The wood is just slightly obvious on the midpalate, but otherwise, very good for the style. 83-6	88.9090909090909
1209875	662719	White	2008	Mulderbosch Sauvignon Blanc	South Africa, Western Cape	Mulderbosch	Sauvignon Blanc	Sauvignon Blanc	South Africa	Western Cape	10/12/2009	False	82	Clear in the glass, this wine has a medium-intensity nose of grass, light citrus, and bitter grapefruit. In the mouth it is suprisingly full (med- body) with decent flavor and excellent acidity (med+). The long acidity makes for a long perceived finish, but the flavors do stick around for a little bit, with just a hint of bitterness marring an otherwise clean finish. Pretty straightforward and good.	88.2121212121212
1209870	546605	Red	2005	Hesketh Shiraz "The Protagonist"	Australia, South Australia, Barossa, Barossa Valley	Hesketh	Shiraz	Syrah	Australia	South Australia	10/10/2009	False	73	Almost black in the glass, this wines has a nose of (something off), black raspberry, liquorice, and clove (4-ethyl-guiacol). (Couldn't detect any 4-EP, though, so maybe it wasn't Brett). In the mouth it is rich, with some integrated oak treatment, good acidity, and more dark liquorice/4-EG. Good flavors but the nose has an off tone.	89
1204097	691183	Red	2008	Viña Cobos Malbec Felino	Argentina, Mendoza, Lujan de Cuyo	Viña Cobos	Malbec	Malbec	Argentina	Mendoza	10/7/2009	False	75	Dark purple in the glass, this wine has a well-integrated nose of black raspberry, espresso, and indistinct black fruits. In the mouth it is rich and soft, with medium oak presence and decent acidity on the finish, though it lies a little flat on the midpalate. Low tannins. \n\nThe oak isn't too much - it's well-contained. I think this really is what people are looking for from a $20 malbec, but for me personally... I'm just not that excited by the structure (or lack thereof). Great nose, though.	87.8360655737705
1204085	737091	Red	2005	Paul Durdilly Beaujolais Les Grandes Coasses	France, Burgundy, Beaujolais	Paul Durdilly	Gamay	Gamay	France	Burgundy	10/7/2009	False	86	Great Beaujolais nose - some browned banana, expressive cherry fruit, candylike, but with some earth tones and complexity. In the mouth light, flavorful, tart, and juicy. A little un-finished on the back end (seems to have some malic acid) but very pretty and soft. Yummy and interesting!	84.5
1204083	711656	White	2007	Sartarelli Verdicchio dei Castelli di Jesi Classico Tralivio	Italy, Marche, Verdicchio dei Castelli di Jesi Classico	Sartarelli	Verdicchio	Verdicchio	Italy	Marche	10/3/2009	False	78	Light straw in the glass, this wine had an interesting nose of bitter citrus, and some earthy/stony flavors. Not very fruit-focused. In the mouth it was definitely medium-bodied with a slight oily texture. Good acidity with significant bitterness that went well with an aged goat cheese, ossau-iraty, and a rather underwhelming piave vecchio. Overall, pretty good except for the bitterness - which I was able to deal with because of the cheese.\n\nThe producer, Sartarelli, makes exclusively Verdicchio.	87.5
1191224	647541	Red	2007	Familia Mayol Bonarda Pircas Vista Flores	Argentina, Mendoza, Valle de Uco, Vista Flores	Familia Mayol	Bonarda	Bonarda	Argentina	Mendoza	9/26/2009	False	55	Dull dark purple. N: menthol, fecal (bacterial taint?). Don't really want to drink this. P: Med body, low acid, light tannins. Blech.	85
1191207	712014	White	2008	I Stefanini Soave Il Selese	Italy, Veneto, Soave	I Stefanini	Garganega	Garganega	Italy	Veneto	9/26/2009	False	75	Light in the glass. Indistinct nose... pear? In the mouth: Light, thin, and simple with medium acidity. Purely functional. Cleanly made.	88.1518987341772
1190860	461069	White - Off-dry	1989	Vignobles Brisebarre Vouvray Moelleux Grande Réserve	France, Loire Valley, Touraine, Vouvray	Vignobles Brisebarre	Chenin Blanc	Chenin Blanc	France	Loire Valley	9/25/2009	False	93	Brilliant gold in the glass with a touch of green, this wine had a captivating nose of pear, honey, saffron, and wax. Secondary flavors of grape, orange peel, red apple, flowers, and wet forest leaves. In the mouth the flavors swirled and blended. Medium bodied, it carried its sweetness effortlessly, with a touch of grapefruit bitterness and crystalline acidity. New, surprising flavors appeared far into the finish. This wine has it all: sweetness, acidity, flavors, finish, intrigue, surprise, and saliva-inducing aromatic complexity. Amazingly, all of this is packed into a 12.5% medium bodied moelleux! Superb. Serve slightly cool (~65F), but not cold. (~$35).	89
1188892	641766	Red	2007	Casisano-Colombaio Rosso di Montalcino	Italy, Tuscany, Montalcino, Rosso di Montalcino	Casisano-Colombaio	Sangiovese	Sangiovese	Italy	Tuscany	9/23/2009	True	0	Oxidized. Light, but certain acetaldehyde.	87.2692307692308
1188889	439566	Red	2004	Paitin di Pasquero-Elia Barbaresco Sorì Paitin	Italy, Piedmont, Langhe, Barbaresco	Paitin di Pasquero-Elia	Nebbiolo	Nebbiolo	Italy	Piedmont	9/22/2009	False	0	Faint Brett, a little fruit, tight (as one would expect from a young nebb. Again, why no decant?!?! A little softer than the Serra, but still med+ to strong- tannins. Showed 80-82, probably much better.	90.3061224489796
1188888	740803	Red	2005	Paitin di Pasquero-Elia Barbaresco Serraboella	Italy, Piedmont, Langhe, Barbaresco	Paitin di Pasquero-Elia	Nebbiolo	Nebbiolo	Italy	Piedmont	9/22/2009	False	77	Nose: light brett. Really can't smell much else. P: med- body, a little juice-ish. Strong green tannins. Again, Brett dominates.	79
1188885	740800	Red	2007	Paitin di Pasquero-Elia Barbera d'Alba	Italy, Piedmont, Alba, Barbera d'Alba	Paitin di Pasquero-Elia	Barbera	Barbera	Italy	Piedmont	9/22/2009	False	75	The regular Barbera d'Alba ($20). In the mouth, some clove/brett (4-EG, 4-EP). Good structure, med body. In the mouth, Brett, good acid. It's ok in structure/balance, but really all I taste is Brett. Sorry Giovanni - check your barrels!	75
1188884	800223	Red	2008	Paitin di Pasquero-Elia Dolcetto d'Alba Sorì Paitin	Italy, Piedmont, Alba, Dolcetto d'Alba	Paitin di Pasquero-Elia	Dolcetto	Dolcetto	Italy	Piedmont	9/22/2009	False	81	Medium ruby in the glass, this wine had a reticent nose that yielded a tone of pure cherry. In the mouth it was light-bodied, with med+ woody tannins and a bitter aftertaste. Might open up more if decanted (don't know why it wasn't). Range: This is tough, because I don't know how it will age or develop in the glass, but I think it's at heart a simple wine. Not an incredible amount of fruit. Though it has the structure to age, I don't think it will get better.	88.2857142857143
1188880	693828	White	2007	Don Sebastiani & Sons Viognier The Crusher Wilson Vineyard	USA, California, Central Valley, Clarksburg	Don Sebastiani & Sons	Viognier	Viognier	USA	California	9/23/2009	False	0	Served frustratingly cold, all I could get on the nose is vague detergent and cheap perfume. In the mouth, a little hollow with some flower flavors, but super, super, super bitter. I'm not sure if this is my palate (I tasted this in a hurry after a quick bite, but I retasted this about 4 times, and it was super-bitter each time. We're talking 50-60 IBU's, perhaps. Yipers. No official score, because of the conditions, but my impressions didn't look good. 50-60.	85.6428571428571
1188879	697540	Red	2008	Don Sebastiani & Sons Petite Sirah The Crusher	USA, California, Central Valley, Clarksburg	Don Sebastiani & Sons	Petite Sirah	Petite Sirah	USA	California	9/23/2009	False	65	Sweet, rich, almost hints of brown sugar. Oak. I'm not impressed. Could be a good example of PS, though.	86.05
1188878	409124	White - Sweet/Dessert	2006	Dr. Loosen Riesling Beerenauslese	Germany, Mosel Saar Ruwer	Dr. Loosen	Riesling	Riesling	Germany	Mosel Saar Ruwer	9/23/2009	False	89	Immediately a whiff of green tea, with undercurrents of saffron creaminess. This is good, good, good juice. Well-balanced too.	90.8148148148148
1188877	548849	White - Off-dry	2007	Dr. Loosen Ürziger Würzgarten Riesling Spätlese	Germany, Mosel Saar Ruwer	Dr. Loosen	Riesling	Riesling	Germany	Mosel Saar Ruwer	9/23/2009	False	88	Notes of citrus, ginger, saffron, and petrol. Light frizzante. Sweetness is balanced by flavorful acidity. The frizzante is just annoying me at this point, though probably if three of the previous four wines hadn't been frizzante, I wouldn't mind it. Nevertheless, this is good stuff.	89.2941176470588
1188873	554333	White	2007	Dr. Loosen Riesling Blue Slate Kabinett	Germany, Mosel Saar Ruwer	Dr. Loosen	Riesling	Riesling	Germany	Mosel Saar Ruwer	9/23/2009	False	75	Sweet, strong frizzante. Some moscato-like detergent/tropic fruit. Sure the sweetness + frizzante is pleasant when the wine is cold, but the fact that three of the wines are frizzante makes me wonder about the vinification. As a wine, this just doesn't cut it- acid isn't strong enough, flavor isn't intense enough. As a beverage, delightful. As a product, too expensive.	88.2830188679245
1188872	500631	White	2006	J. L. Wolf Wachenheimer Riesling Kabinett	Germany, Pfalz	J. L. Wolf	Riesling	Riesling	Germany	Pfalz	9/23/2009	False	81	Good petrol note, light sweetness with good malic acid. Lemony.	85.125
1188871	569837	White	2007	J. L. Wolf Pinot Gris	Germany, Pfalz	J. L. Wolf	Pinot Gris	Pinot Gris	Germany	Pfalz	9/23/2009	False	70	Strong frizzante. off-dry. light. Acid deficient.	83
1188864	572840	Red	2005	Honig Cabernet Sauvignon Bartolucci	USA, California, Napa Valley, St. Helena	Honig	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/23/2009	False	82	Olive, IBMP, med+ tannins, good.	90.0666666666667
1188863	740781	Red	2007	Honig Cabernet Sauvignon	USA, California, Napa Valley	Honig	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/23/2009	False	79	Juice-like midpalate, a bit over-oaked. Not a bad example of Cali cab, I guess. Not my style, probably 65 for me.	90.3198198198198
1188861	439018	White	2006	Honig Sauvignon Blanc Rutherford	USA, California, Napa Valley, Rutherford	Honig	Sauvignon Blanc	Sauvignon Blanc	USA	California	9/23/2009	False	80	Clean acid, some oak. Not a bad example of this style... but will people like it? A bit creamier than an un-oaked Sauv Blanc. Straightforward.	86
1188860	686283	White	2008	Honig Sauvignon Blanc Napa Valley	USA, California, Napa Valley	Honig	Sauvignon Blanc	Sauvignon Blanc	USA	California	9/23/2009	False	73	some grass (IBMP), sugarfied and modern, lacks sufficient acid, and has too much RS to be a good example of this style.	86.8163265306122
1188856	192450	Red	2005	Ridge Monte Bello	USA, California, San Francisco Bay, Santa Cruz Mountains	Ridge	Red Bordeaux Blend	Red Bordeaux Blend	USA	California	9/23/2009	False	0	An intriguing nose that initially smells of olive/faint IBMP, but has an undercurrant of red raspberry jam. In the mouth it is perfectly balanced (Yay paul draper, or whomever made this!!!). With med+ chalky tannins (not green, but similar... and good). Again, way too good to judge under these conditions. At least 87-8, probably in the mid-90's!!!	92.6447368421053
1188852	524134	White	2006	Ridge Chardonnay Monte Bello	USA, California, San Francisco Bay, Santa Cruz Mountains	Ridge	Chardonnay	Chardonnay	USA	California	9/23/2009	False	0	Served shamefully cold. This had great aromas of pear, creamy peach, and burnished wood. In the mouth it dripped satiny elegance, with medium body, superb acidity, and a long finish. Too good to judge under these conditions. At least 88-9, probably 90+	91.8867924528302
1188851	678193	Red	2007	Ridge Lytton Springs	USA, California, Sonoma County, Dry Creek Valley	Ridge	Zinfandel Blend	Zinfandel	USA	California	9/23/2009	False	0	Nose: dark red fruit. This is a nose of depth and complexity. P: perfect balance. med body, med/med+ acidity, med tannins. I would like to spend some more time with this. It was too good to be judged under these conditions. At least 85-6pts, probably higher.	89.9417808219178
1188847	688866	Rosé	2007	Clarendelle Rosé	France, Bordeaux, Bordeaux Rosé	Clarendelle	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	9/23/2009	False	83	Interesting nose (Merlot and Cab Franc are the grapes) - almost meaty. Not a light silly rose. P: good acidity. good balance. This would be nice except it's not rose season.	83
1188846	598455	White	2006	Clarendelle Blanc	France, Bordeaux	Clarendelle	Sémillon-Sauvignon Blanc Blend	Sémillon-Sauvignon Blanc Blend	France	Bordeaux	9/23/2009	False	79	Decent nose, a little acid deficient. Light.	86
1188661	1811166	Red	2006	Flowers Pinot Noir Andreen-Gale Sonoma Coast	USA, California, Sonoma County, Sonoma Coast	Flowers	Pinot Noir	Pinot Noir	USA	California	9/23/2009	False	80	better acid than others in the lineup	89.2333333333333
1188654	546648	White	2006	Flowers Chardonnay Andreen-Gale Sonoma Coast	USA, California, Sonoma County, Sonoma Coast	Flowers	Chardonnay	Chardonnay	USA	California	9/23/2009	False	78	Light. Some malic acid, though they claim 100% malo.	90.9473684210526
1188652	606381	Red	2007	Flowers Pinot Noir Sonoma Coast	USA, California, Sonoma County, Sonoma Coast	Flowers	Pinot Noir	Pinot Noir	USA	California	9/23/2009	False	75	Acid deficient.	88.2857142857143
1188650	639566	Red	2007	Flowers Perennial	USA, California, Sonoma County	Flowers	Pinot Blend	Pinot Noir	USA	California	9/23/2009	False	77	Decent acidity, decent balance. Simple, soft.	88
1188649	595115	White	2007	Flowers Chardonnay Sonoma Coast	USA, California, Sonoma County, Sonoma Coast	Flowers	Chardonnay	Chardonnay	USA	California	9/23/2009	False	80	Some yeast on the nose. Good balance.	87.6428571428571
1188640	773263	Red	2005	Turnbull Cabernet Sauvignon Black Label	USA, California, Napa Valley, Oakville	Turnbull	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/23/2009	False	76	Some light olive on the nose showing incomplete flavor ripening. Based on the nose, I was expecting a certain restraint on the palate for this Bdx blend, but it was rich and sweet. This might be some people's cup of tea, but I think you can get this sweetness and oakiness at much lower price points.	91.6428571428571
1188633	547779	Red	2006	Turnbull Old Bull Red	USA, California, Napa Valley, Oakville	Turnbull	Red Bordeaux Blend	Red Bordeaux Blend	USA	California	9/23/2009	False	75	Heavy hand with the oak, but there's a little integration. Full, rich, and a bit hot/sweet.	86.9666666666667
1188628	726639	Red	2008	Evening Land Vineyards Gamay Noir Celebration Eola - Amity Hills	USA, Oregon, Willamette Valley, Eola - Amity Hills	Evening Land Vineyards	Gamay Noir	Gamay	USA	Oregon	9/21/2009	False	70	med purple in the glass. N: Some beaujolais nouveau cheap fruit, but also some black pepper. Not terrible. P: a little flabby. A little bitter. a little rhone-like. a little hot. Not great fruit on the palate.	88
1188627	740721	Red	2007	Stringtown Pinot Noir	USA, Oregon, Willamette Valley	Stringtown	Pinot Noir	Pinot Noir	USA	Oregon	9/21/2009	False	69	medium dull ruby in the glass. N: hint of burnt toast, some faint wood tones, hint of reduction/burnt rubber. plum. P: med body, med- acid. acid deficient finish: bitter, soft, flabby. Some nice wood flavors. Seems hot, at 13.5.	76.6
1183349	738347	Red	2007	Antonio J. Lopes Ribeiro Dão Casa de Mouraz	Portugal, Beiras, Dão	Antonio J. Lopes Ribeiro	Red Blend	Red Blend	Portugal	Beiras	9/18/2009	False	91	dark purple, almost black in the glass. \nN: cool! Black, hints of charred wood, liquorice, eucalyptus, slight herbal, hint of brett. Very well done. P: black, great midpalate acidity. Med+ tannins. Excellent strong- tannins, med+ finish, great flavor concentration.	91
1183346	738342	Red	2007	Thomas Henry Wines Meritage Sonoma County	USA, California, Sonoma County	Thomas Henry Wines	Red Bordeaux Blend	Red Bordeaux Blend	USA	California	9/18/2009	False	60	Nose. Hot fruit, hint of olive, oak. interesting nose, hints of delicious olive. Palate, sawdust. cheap juicy midpalate. not great.	60
1183333	738337	Red	2008	Domaine du Grand Arc Corbières Nature d'Oree	France, Languedoc Roussillon, Languedoc, Corbières	Domaine du Grand Arc	Red Blend	Red Blend	France	Languedoc Roussillon	9/18/2009	False	84	N: tone of pure, pure cherry, like isole et olena chianti classico. Black pepper. hint of reduction \n\nP: med+ body, med+ acid. med satiny tannins. . GReat balance. med Plush, silky satiny. Excellent example of GSM (with carignane, cinsault). 85-7.except for reduction. 84. Tasted straight after opening, would improve with decanting.	84.6666666666667
1183330	738334	Red	2007	Pascal Granger Juliénas	France, Burgundy, Beaujolais, Juliénas	Pascal Granger	Gamay	Gamay	France	Burgundy	9/18/2009	False	90	N: mouthwatering. Med purple in glass. hint of banana, ripe cherry. Really excellent nose. Typical and delicious. Hint of vanilla on the nose. Perfect. ripe cherry pie filling. REALLY delicious nose. trace of butter. This had to undergo malo. med- satiny tannins. med- body. Great flavor on the palate. Polished.\n\nwltvf:"Medium ruby in the glass, this wine has a mouthwatering and complex nose of browned banana, ripe cherry pie filling, and traces of vanilla and butter (saw a touch of oak and malo). In the mouth it is light-bodied, perfectly balanced, with focused flavors and satiny tannins on a wonderfully polished finish. (a Rosenthal Selection)"	90
